date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,OT_lag_1
2016-07-01 00:00:00,0.5797679263469554,0.4426042405869008,0.5924506847710559,0.44818119721798083,0.5939187055412845,0.613765010397954,0.6910176320171662,0.0
2016-07-01 01:00:00,0.5766073927103993,0.44807049783054076,0.5896805300864919,0.44509265801694325,0.5871984377265874,0.6207833526509776,0.6362329675922095,0.6910176320171662
2016-07-01 02:00:00,0.5639652919042455,0.42073918243490105,0.5841661112249044,0.43900137379090937,0.5469868863476194,0.5861444585547603,0.6362329675922095,0.6362329675922095
2016-07-01 03:00:00,0.5623850307093126,0.4371379736174475,0.5841661112249044,0.44208991299194694,0.5502919399678979,0.599954734476357,0.581468257460497,0.6362329675922095
2016-07-01 04:00:00,0.5687060754890443,0.4371379736174475,0.5896805300864919,0.44818119721798083,0.5570122340488264,0.599954734476357,0.5196557975809077,0.581468257460497
2016-07-01 05:00:00,0.5750271315154664,0.4535367550741806,0.5906125451505267,0.45427247888719235,0.5771730900253803,0.6207833526509776,0.5042026826110102,0.5196557975809077
2016-07-01 06:00:00,0.6113731839856849,0.5191319392559933,0.6062496802650398,0.47563486820950923,0.6845874246162444,0.731039178428047,0.5365064746921488,0.5042026826110102
2016-07-01 07:00:00,0.6176942400121068,0.5464632643774462,0.610857974570133,0.4969972575318261,0.6913076924309416,0.813900833957628,0.5435342320660694,0.5365064746921488
2016-07-01 08:00:00,0.5734468703205333,0.5245981964996332,0.6145342538111913,0.509179820870249,0.45642832784679915,0.6345936285725744,0.5140455566415751,0.5435342320660694
2016-07-01 09:00:00,0.5497665029658422,0.4863343568909003,0.6007352614034522,0.4786376106776831,0.4261319898611296,0.6207833526509776,0.42977217871141193,0.5140455566415751
2016-07-01 10:00:00,0.55924808138213,0.4863343568909003,0.6025734010239815,0.4817261498787207,0.45642832784679915,0.6481774959097207,0.4803442024190924,0.42977217871141193
2016-07-01 11:00:00,0.5781876651520224,0.4863343568909003,0.6080878229718137,0.4817261498787207,0.5100804148551613,0.6481774959097207,0.48313932670178034,0.4803442024190924
2016-07-01 12:00:00,0.5529270366023983,0.4863343568909003,0.5979651067188883,0.4817261498787207,0.4429877659511737,0.6551958381627444,0.464891087449195,0.48313932670178034
2016-07-01 13:00:00,0.5529270366023983,0.4972668713781801,0.5970589790761491,0.5152711025394605,0.4731739696289346,0.6757980477529144,0.45225308913594214,0.464891087449195
2016-07-01 14:00:00,0.5623850307093126,0.5191319392559933,0.6145342538111913,0.5243651369041356,0.41280158853964405,0.6345936285725744,0.47189889052987133,0.45225308913594214
2016-07-01 15:00:00,0.5623850307093126,0.5355307304385397,0.6154403814539304,0.5243651369041356,0.41610664215992266,0.6551958381627444,0.42695710013547966,0.47189889052987133
2016-07-01 16:00:00,0.5418651857444873,0.47540182295199374,0.59522083945562,0.47563486820950923,0.4194116957802012,0.6481774959097207,0.47050132838852754,0.42695710013547966
2016-07-01 17:00:00,0.5545072977973312,0.46993556570835376,0.5933826998350908,0.4695435865402977,0.46975872916828476,0.6481774959097207,0.4634735710146068,0.47050132838852754
2016-07-01 18:00:00,0.5750271315154664,0.5136656820123533,0.6163723965179653,0.5121825633384229,0.46975872916828476,0.6481774959097207,0.49437976287368934,0.4634735710146068
2016-07-01 19:00:00,0.5718666091256004,0.5245981964996332,0.6145342538111913,0.5121825633384229,0.46303846135358767,0.6619877718313175,0.45504821341863017,0.49437976287368934
